#,ID,Source,Country,Group,Subject,Level,Question,Context,Answer Key,Option 1,Option 2,Option 3,Option 4,Option 5,is_few_shot
3164,3163,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,ترتب علي هزيمة الدولة العثمانية في الحرب العالمية الاولى في جانب دول الوسط بالنسبة لمصر.............,,B,تغيير الوضع السياسي لمصر,إعلان الروابط الوطنية,بدء المفاوضات مع بريطانيا,إعلان بريطانيا الأحكام العرفية,,0
3165,3164,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,يتمثل وجه الاختلاف بين لجنة بيل في فلسطين ولجنة ملنر في مصر..........,,C,منح الشعوب حق تقرير مصيرها,في شكل كل منهما في تحقيق اهدافها,الموقف من التباحث مع كل منهما,سياسة تقنين الأمر الواقع,,0
3166,3165,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,( وقفت الحركة الوطنية في مصر إزاء الانجليزعلي طرفي نقيض ) أي من الأحداث التاريخية التالية تنطبق عليها العبارة...........,,D,معاهدة الصداقة والتحالف,تشكيل لجنة دستور ١٩٢٣م,بدء المرحلة الليبرالية,مفاوضات سعد / ملنر,,0
3167,3166,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,تشابهت وزارة الثورة ١٨٨٢م مع وزارة الشعب ١٩٢٤م في............,,D,تشكيل كل منهما بعد انتخابات شعبية,تمصير الإقتصاد المصري في كل منهما,تشجيعهما للحركة الوطنية في السودان,استقالة كل منهما بعد تدخل خارجي,,0
3168,3167,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,ظهور العوار التشريعي في المرحلة الليبرالية بعد تصريح ٢٨ فبراير ١٩٢٢ممن خلال............,,B,اجراء انتخابات لتشكيل حكومة نيابية,حق الملك في إقالة الوزارة رغم شعبيتها,نزع ملكية الأفراد للمنفعة العامة بعد تعويضهم,مسئولية الوزارة امام البرلمان وليس امام الملك,,0
3169,3168,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,تميزت الحركة الوطنية آواخر القرن ال١٩ واوائل القرن ال٢٠ برغبتها في..........,,A,تكوين دولة مستقلة,الإستقلال عن الدولة العثمانية,الإستقلال عن الانجليز,الحفاظ علي الأحوال الإجتماعية,,0
3170,3169,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,رغبة المصريين في البقاء تحت سلطة الدولة العثمانية قبل الحرب العالمية الاولى يرجع لأسباب..........,,D,سياسية,ثقافية,إجتماعية,دينية,,0
3171,3170,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,كانت الحرب العالمية الاولى فرصة لإنجلترا من أجل إستغلال.........في مصر,,A,الناحية السياسية,الناحية الاقتصادية,الناحية الاستراتيجية,الناحية الاجتماعية,,0
3172,3171,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,ساعد فرض الحماية البريطانية علي مصر علي إستغلال الجانب...........,,C,المالي,السياسي,الإقتصادي,الإجتماعي,,0
3173,3172,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,عملت مبادىء الرئيس الامريكي ويلسون علي جذب الشعوب لتحقيق أغراض..........,,A,سياسية,إجتماعية,اقتصادية,ثقافية,,0
3174,3173,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,من أسباب تدهور الحياة الفكرية في مصر أثناء الحرب العالمية الأولى..........,,A,فرض الأحكام العرفية,إتباع سياسة الجلنزة,التدهور الإقتصادي,التدهور الإجتماعي,,0
3175,3174,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,ظهر مفهوم القومية المصرية............,,C,قبل الحرب العالمية الأولى,خلال الحرب العالمية الأولى,بعد الحرب العالمية الأولى,قبل نهاية الحرب العالمية الأولى,,0
3176,3175,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,بدأت المرحلة الليبرالية في مصر بعد..........,,C,تصريح ٢٨ فبراير ١٩٢٢م,معاهدة ١٩٣٦م,دستور ١٩٢٣م,مؤتمر الصلح ١٩١٩,,0
3177,3176,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,ساعدت المرحلة الليبرالية في مصر خلال القرن العشرين علي...........,,A,تطور الحياة السياسية والدستورية,ظهور القومية العربية,ظهور القومية المصرية,ظهور الوحدة الإسلامية,,0
3178,3177,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,من أهم الأسباب التي أعطت بريطانيا الحق في التدخل في شئون مصر الداخلية...........,,A,سياسية ودينية,سياسية وإجتماعية,دينية وثقافية,سياسية واقتصادية,,0
3179,3178,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,سقطت فكرة الجامعة العربية مع سقوط..........,,C,بلاد الشام,بلاد الحجاز,الدولة العثمانية,الدولة البلشفية,,0
3180,3179,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,عرفت وزارة ............بأول وزارة دستورية,,D,محمد محمود,علي ماهر,زيوار باشا,سعد زغلول,,0
3181,3180,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,من إنجازات وزارة الشعب عام ١٩٢٤ تشجيع الحركة الوطنية في............,,D,ليبيا,العراق,الجزائر,السودان,,0
3182,3181,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,من إنجازات ثورة ٢٣ يوليو ١٩٥٢م في المجال السياسي............,,D,التصدي للأحلاف العسكرية,رفض سياسة الاستعمار الغربية,تمصير البنوك المصرية,الغاء دستور ١٩٢٣م,,0
3183,3182,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,تأثرت مواعيد قيام الضباط الأحرار بالثورة بالعوامل............,,A,السياسية,الإجتماعية,الثقافية,الإقتصادية,,0
3184,3183,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,قامت ثورة ٢٣ يوليو ١٩٥٢م في عهد وزارة.............,,C,علي ماهر,أسماعيل بك شريف,احمد نجيب الهلالي,مصطفي النحاس,,0
3185,3184,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,تدل طريقة تنظيم الضباط الأحرار داخل الجيش علي............,,A,التخطيط الجيد,ضعف أجهزة الأمن,ضعف نفوذ الملك,الضعف الأمني,,0
3186,3185,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,من أهم الأحداث التي ساهمت في تشكيل تنظيم الضباط الأحرار..........,,A,السياسية,الإجتماعية,الثقافية,الإقتصادية,,0
3187,3186,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,صدر بيان ثورة ٢٣ يوليو ١٩٥٢م من أجل..........,,B,جذب الأجهزة الأمنية,جذب باقي الشعب والجيش المصري,جذب الشعب المصري فقط,الاعلان عن قيام الجمهورية,,0
3188,3187,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,كانت مبادئ ثورة ٢٣ يوليو ١٩٥٢م تقوم علي العوامل...........,,D,السياسية والثقافية,الثقافية والاجتماعية,الاقتصادية والثقافية,الاجتماعية والسياسية,,0
3189,3188,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,ادي تدخل الملك في مجلس إدارة نادي الضباط الي.............,,B,خضوع الضباط الأحرار,فقدان الملك السيطرة علي الجيش,فشل تنظيم الضباط الأحرار,فشل ثورة ٢٣ يوليو ١٩٥٢م,,0
3190,3189,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,اتخذ تنظيم الضباط الأحرار في بدايته شكل السرية لأسباب...........,,C,إقتصادية وامنية,إجتماعية ودينية,تنظيمية وأمنية,تنظيمية وإجتماعية,,0
3191,3190,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,من العوامل التي ساعدت الشعب المصري علي تقبل ثورة ٢٣ يوليو ١٩٥٢م..........,,C,وجود حياة دستورية,التدهور الإجتماعي,التدهور السياسي والإجتماعي,ضعف مكانة الملك فاروق,,0
3192,3191,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,قامت ثورة ٢٣ يوليو ١٩٥٢م في عهد وزير الحربية...........,,D,علي ماهر,فؤاد سراج الدين,عبد الحكيم عامر,اسماعيل بك شيرين,,0
3193,3192,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,أصدر الدستور الدائم لمصر..........,,B,جمال عبد الناصر,محمد أنور السادات,محمد نجيب,علي ماهر,,0
3194,3193,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,تم تأميم شركة قناة السويس عام ١٩٥٦م من أجل أغراض............,,D,عسكرية,إقتصادية,إجتماعية,إستراتيجية,,0
3195,3194,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,كان الغرض من مشروع أنشاء السد العالي تحقيق أهداف..........,,C,إقتصادية,إجتماعية,زراعية,سياسية,,0
3196,3195,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,العامل الإجتماعي الذي ساهم في تطوير الزراعة بعد ثورة ٢٣ يوليو ١٩٥٢م...........,,A,القضاء علي الإقطاع,مجانية التعليم,إصدار قوانين التأمينات,تحديد ساعات العمل,,0
3197,3196,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,ساهمت مصر بعد ثورة ٢٣ يوليو ١٩٥٢م في تطوير القومية العربية من خلال.............,,C,دعم سلطات الإحتلال,دعم الأحزاب,دعم الثورات العربية,دعم الحكومات المحلية,,0
3198,3197,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,الأثر السلبي من تأميم قناة السويس ١٩٥٦م كان في الناحية...........,,A,السياسية,الإجتماعية,العسكرية,الإقتصادية,,0
3199,3198,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,نجحت مصر في مواجهة العدوان الثلاثي بفضل النواحي.............,,A,السياسية,الإجتماعية,الثقافية,الإقتصادية,,0
3200,3199,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,يدل موقف مصر من إفريقيا في مواجهة الإستعمار علي...........,,C,التناقض بين مصر وإفريقيا,طمع مصر الإقتصادي,التكامل بين مصر وأفريقيا,رغبة مصر التوسعية,,0
3201,3200,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,دعمت مصر دول شرق أفريقيا في عهد جمال عبد الناصر في النواحي...........,,B,السياسية والعسكرية,السياسية والثقافية,الإجتماعية والثقافية,السياسية والإجتماعية,,0
3202,3201,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,منح جمال عبد الناصر............حق تقرير المصير,,C,الجزائر,السعودية,السودان,ليبيا,,0
3203,3202,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,تم الإتفاق علي إنشاء منظمة الدول الأفريقية بعد الإجتماع في............,,D,نواكشوط,الخرطوم,القاهرة,أديس ابابا,,0
3204,3203,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,رئاسة مصر لمنظمة الوحدة الإفريقية يدل علي.............,,B,مدي التطور المصري,مدي تأثير مصر في القارة الإفريقية,مدي بعد مصر عن المشكلات العالمية,مدي تناقص دور مصر,,0
3205,3204,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,مساهمة مصر في المجال الإقتصادي مع إفريقيا عن طريق............,,A,التكامل,التناقض,الترابط,المنح والمساعدات,,0
3206,3205,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,الدروس المستفادة من قيام الثورة الفرنسية,,A,الأمة مصدر السلطات,حرية الاعتقاد مكفولة للجميع,طاعة الحاكم مشروطه,حرية النقد الفكرى,,0
3207,3206,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,عملت الدولة العثمانية على تشتيت فرنسا عسكريآ اواخر القرن الـ18 و ذلك بالتحالف مع ..............,,D,المماليك وانجلترا,النمسا وانجلترا,النمسا و روسيا,روسيا و انجلترا,,0
3208,3207,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,اصبح العلماء المصريين على رأس الهرم الاجتماعى المصرى اثناء قيادة نابليون للحملة من الناحية ............,,A,السياسية والاجتماعية,الفكرية والاقتصادية,السياسية والاقتصادية,الاجتماعية والاقتصادية,,0
3209,3208,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,تعتبر ...... نهاية محاولات نابليون لتكوين مستعمرة كبرى فى الشرق,,D,حملة نابليون على الشام,ابوقير 1799,ابوقير فبراير 1801,ابوقير 1798,,0
3210,3209,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,من اهم اسباب تدهور الصناعه فى مصر قبل مجىء الحملة الفرنسية .........,,C,سيطرة الملتزمين,اهمال الدولة للصناعه,صعوبة فهم التطور الصناعى الحادث فى اوروبا,طوائف الحرف,,0
3211,3210,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,من الاسباب الرئيسية لتدهور التجارة فى مصر اثناء الحكم العثمانى ........,,A,الصراع السياسى,التجار الاجانب,التدهور الزراعى,الاهمال العثمانى,,0
3212,3211,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,اجاد المصريين استغلال الظروف الدولية فى مواجهة الحملة الفرنسية والدليل على ذلك ................,,B,مقاومة اهالى الاسكندرية,ثورة القاهرة الثانية,معركة ابوقير البحرية,ثورة القاهرة الاولى,,0
3213,3212,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,نجح ........... فى توجيه الضربة القاضية لكليبر,,C,العثمانين,الانجليز,الازهر,المماليك,,0
3214,3213,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,تجددت الميول الاستعمارية للحملة الفرنسية بتولى ........ قيادتها,,D,كليبر,نابليون,لويس السادس عشر,مينو,,0
3215,3214,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,نجحت الحملة الفرنسية فى اقناع المماليك والعثمانيين فى ارجاء خلافتهم والدليل على ذلك ..............,,C,معركة شبراخيت,معركة ابوقير البرية 1799,معركة ابوقير فبراير 1801,معركة ابوقير البحرية 1798,,0
3216,3215,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,كان وقوف الدول الاوروبية ضد الثورة الفرنسية بسبب .......,,D,الخوف من الجيش الفرنسى,الخوف على شعوبهم من التخريب,الخوف على مكانة الفقراء والطبقة الوسطى,الخوف من تسرب المبادىء الليبرالية,,0
3217,3216,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,اصدر المجمع العلمى فى مصر جريدتين فرنسيتين احداهما سياسية والاخرى ..............,,A,علمية اقتصادية,ثقافية اجتماعية,علمية ادبية,عسكرية اقتصادية,,0
3218,3217,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,ادرك كليبر استحالة بقاء الحملة الفرنسية لأسباب ......,,C,سياسية واجتماعية,سياسية وثقافية,سياسية وعسكرية,اقتصادية واجتماعية,,0
3219,3218,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,ظهرت اهمية الطبيعة الجغرافية فى مواجهة الحملة الفرنسية لـ .....,,C,مقاومة اهالى الاسكندرية,موقعة شبراخيت,مقاومة اهالى الصعيد,مقاومة اهالى الشام,,0
3220,3219,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,حدث تناقض بين مبادىء الثورة الفرنسية وقيام فرنسا بـ .......,,C,دخولها فى حروب مع اوروبا,محاولة ضرب مستعمرات انجلترا فى الشرق,غزوها لمصر,اعدام الملك لويس الـ16,,0
3221,3220,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,من اسباب الحملة الفرنسية على مصر اقامة مستعمرة فرنسية فى الشرق كنتيجة لـ .......,,A,قيام الثورة الصناعية,قيام النظام الجمهورى,حركة الكشوف الجغرافية,قيام الثورة الفرنسية,,0
3222,3221,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,من خلال دراستك استنتج : نجحت الثورة الفرنسية فى تحقيق اهدافها السياسية بعد مرور ...... اعوام,,B,4,9,10,3,,0
3223,3222,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,مازال نظام طوائف الحرف قائمآ حتى الآن فى المجتمع المصرى وذلك من خلال وجود ......,,C,المنظمات الحقوقية,منظمات المجتمع المدنى,النقابات المهنية,التنظيمات السياسية,,0
3224,3223,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,فى القرن الـ17 مثلت مصر جزءآ من الصراع بين فرنسا وانجلترا,,A,الاجابة خاطئة,الاجابة صحيحة,,,,0
3225,3224,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,تحولت تجارة مصر الخارجية فى العهد العثمانى من نطاق العالمية للنطاق الاقليمى نتيجة لـ ...................,,D,سوء حالة الزراعة والصناعة,ضعف نظام الحكم العثمانى,سوء احوال مصر السياسية,حركة الكشوف الجغرافية,,0
3226,3225,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,اتسم الوضع داخل فرنسا قبل قيام الثورة الفرنسية بالفساد,,A,الاجابة صحيحة,الاجابة خاطئة,,,,0
3227,3226,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,القيمة المستخلصة من موقف السلطان العثمانى من حركة على بك الكبير هو التعايش مع الاخر,,B,صح,خطأ,,,,0
3228,3227,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,كان الفرق واضحآ عند مجىء الحملة الفرنسية مصر فى الشريحه ............,,B,العليا,الوسطى,العبيد,الدنيا,,0
3229,3228,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,الدروس المستفاده من انشاء نابليون فكرة الدواوين يهدف إلى ارساء قيمة ........,,B,الوفاء,المشاركة,التعاون,المحبة,,0
3230,3229,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,انشأ مينو محكمة لكل طائفة ليرسى قيمة .............,,B,التواصل,المساواه,المشاركة,التعاون,,0
3231,3230,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,كان الوالى العثمانى فى مصر يمثل سلطه ...................,,A,تنفيذية,قضائية,رقابية,تشريعية,,0
3232,3231,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,كانت للحملة الفرنسية اثار بعيدة المدى على الاقتصاد العالمى يتمثل ذلك فى ........,,B,المجمع العلمى,محاولة توصيل البحرين,فك رموز حجر رشيد,تأليف كتاب وصف مصر,,0
3233,3232,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,حققت الحملة الفرنسية اثار بعيدة المدى على مصر فى مجال .............,,B,الصناعه,السياحة,التجارة الداخلية,النقل الداخلى,,0
3234,3233,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,من الوسائل الحديثة التى استخدمها الفرنسيين لترهيب الشعب المصرى ..............,,D,فرض الضرائب,اخماد ثورة القاهرة الاولى,انشاء الديوان العام,انشاء الصحف,,0
3235,3234,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,تقوم العلاقة بين الملتزم والفلاح على ............,,D,الوئام,اللين,الاحترام,القهر,,0
3236,3235,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,مثلت ....... عنصرًا مهمًا في التحالف الأوربي ضد الثورة الفرنسية.,,A,إنجلترا,إسبانيا,هولندا,البرتغال,,0
3237,3236,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,كان السبب في تراجع فرنسا عن ضرب إنجلترا في عقر دارها هو...............,,A,تفوق الأسطول الإنجليزي بحريًّا,تفوق الجيش الإنجليزي بريًّا,تفوق إنجلترا في الكشوف الجغرافية,تفوق إنجلترا في الملاحة التجارية,,0
3238,3237,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,حاولت فرنسا الاستيلاء على مصر في حكم لويس السادس عشر بهدف.......,,A,تسهيل تجارة فرنسا مع شرق آسيا,ضرب التجارة الهولندية في الهند,تأمين تجارة فرنسا من خطر المماليك,تنازل الدولة العثمانية عن مصر,,0
3239,3238,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,وجد نابليون وسيلة لتوطيد سلطة فرنسا في مصر عن طريق كلاً مما يلي معادا.............,,A,مجاملة المماليك,مجاملة المصريين,مجاملة الشيوخ,مجاملة الدولة العثمانية,,0
3240,3239,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,اختفت مشاعر ارتباط الفلاح المصري بالأرض الزراعية أثناء فترة الحكم العثماني بسبب..............,,A,حق الانتفاع,إهمال الولاة للري,نظام الالتزام,قصر مدة الوالي,,0
3241,3240,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,كان السبب الرئيسي لتدهور التجارة الخارجية لمصر قبل مجيء الحملة الفرنسية إليها.........,,B,الحروب العثمانية,الكشوف الجغرافية,التنافس الاستعماري الأوربي,الصراع بين المماليك والعثمانيين,,0
3242,3241,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,كان لحرب الدولة العثمانية مع روسيا ١٧٦٨م تأثيرها .......... على مصر.,,B,الاقتصادي,السياسي,الاجتماعي,الديني,,0
3243,3242,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,نجحت الثورة الفرنسية في تحقيق مكاسب .......... أدت إلى تكوين تحالف أوربي ضدها.,,B,عسكرية,سياسية,استعمارية,اقتصادية,,0
3244,3243,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,منحت الدولة العثمانية الامتيازات للأجانب في مصر بهدف.....,,B,نشر ثقافتهم,تشجيع الاستثمار في مصر,مساندة العثمانيين عسكريًّا,حصار المماليك اقتصاديًّا,,0
3245,3244,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,عمل نابليون على توطيد سلطة فرنسا في مصر، وذلك بنشر أنه جاء لـ........,,B,محاربة العثمانيين,محاربة المماليك,محاربة الإنجليز,محاربة المصريين,,0
3246,3245,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,عقب رحيل الحملة الفرنسية من مصر، حدث وفاق خادع بين كل من ......... و.........,,A,إنجلترا والمماليك,الدولة العثمانية والمماليك,إنجلترا وفرنسا,فرنسا والمماليك,,0
3247,3246,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,عاد الصراع بين .......... و.......... بعد خروج إنجلترا من مصر عام ١٨٠٣م.,,B,إنجلترا والمماليك,الدولة العثمانية والمماليك,إنجلترا والدولة العثمانية,المماليك وفرنسا,,0
3248,3247,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,كانوا من طبقة الحكام في مصر أثناء الحكم العثماني، ومهمتهم إدارة شئون الأقاليم.,,B,الأتراك,بكوات المماليك,المشايخ,العلماء,,0
3249,3248,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,تحمل ............. عبء نضال ومقاومة حملة فريزر على مصر.,,B,محمد على,المصريون,المماليك,الفرنسيون,,0
3250,3249,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,اعتمد محمد علي في إعداد الجنود على ...........,,A,المصريين,عناصر الترك والأرناؤود,السودانيين,المماليك,,0
3251,3250,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,اعتمد (محمد علي) على الأتراك في تولي ............... بمصر.,,A,الوظائف الإدارية,العمدة,الوظائف المالية,شيخ البلد,,0
3252,3251,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,أنشأ محمد علي عدة دواوين ومجالس، منها ..........، وهو يماثل مجلس الوزراء الآن.,,A,المجلس العالي,الديوان العالي,القانون الأساسي,المجلس المخصوص,,0
3253,3252,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,ارتبطت إنشاء المدارس في عصر محمد علي بـ .......,,A,التنمية الاقتصادية,نقل معارف الغرب إلى مصر,خدمة أحوال المصريين,خدمة الدولة العثمانية,,0
3254,3253,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,ظهرت قوى اجتماعية جديدة في عهد محمد علي، ومنها ..............,,A,البدو,علماء الأزهر,المماليك,طوائف الحرف,,0
3255,3254,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,أسهمت توسعات إسماعيل بـــ ........... فى اشتداد الأزمة المالية.,,A,شرق إفريقيا والحبشة,الجزيرة العربية,الشام,اليونان,,0
3256,3255,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,يعتبر عام ١٨٧٥م عام ............. في عهد الخديو إسماعيل.,,A,التوسع الخارجي,التوسع الداخلي,نشأة الأحزاب,التراجع عن التنمية الاقتصادية,,0
3257,3256,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,أول هيئة رسمية أوربية لفرض التدخل الأجنبي في شئون مصر.,,A,صندوق الدين,المجلس الأعلى للمالية,المراقبة الثنائية,لجنة التحقيق الأوربية,,0
3258,3257,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,اعترضت إنجلترا وفرنسا على تقييد سلطات ومزايا الخديو في ..............,,C,بعثة كييف,المراقبة الثانية,فرمان ١٨٧٩,فرمان ١٨٧٣م,,0
3259,3258,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,اعتمد إعادة نظام المراقبة الثنائية.,,B,الخديو توفيق,رياض باشا,الخديو إسماعيل,البارودي,,0
3260,3259,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,"كان هدفهم امتلاك الأرضي ملكية قانونية؛ ولكن حالت سياسة رياض باشا دون ذلك.
",,C,"المثقفون
","العسكريون
",الأعيان,الإنجليز,,0
3261,3260,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,حاول التوفيق بين رغبة إنجلترا وفرنسا ورغبة العرابيين ولكنه فشل.,,C,البارودي,راغب باشا,شريف باشا,مصطفى فهمي,,0
3262,3261,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,حاول شريف باشا التخلص من الضغط العسكري فقام بــ..........,,D,نقل عرابي إلى دمياط,نقل عبد العال حلمي إلى الشرقية,نقل عبد العال حلمي إلى دمياط,نقل عرابي إلى الشرقية,,0
3263,3262,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,اعترض الاحتلال البريطاني في مصر على الحياة النيابية، فقام بإلغاء ...........,,C,مجلس شورى القوانين,مجلس شورى النواب,الجمعية العمومية,مجالس المديريات,,0
3264,3263,https://www.ta3lemkonline.com/2022/09/blog-post.html,Egypt,Humanities,History,High,كان المصريون قبل ثورة ١٩١٩م يدينون بفكرة الجامعة ....,,C,الإفريقية,العربية,الإسلامية,المصرية,,0
