input,golds,options,preds,probs,subject
"You are an expert in Biology at the high school level.
Analyze the given multiple-choice question and
provide the correct answer using this approach:

Carefully read the question and options
Identify core Biology concepts and required
knowledge
Analyze each option for relevance, accuracy,
and consistency
Consider Biology-specific context and factors
Use elimination and comparative analysis
Select the most accurate answer
Maintain objectivity, consider Biology-specific
sensitivities, and base your decision on verifiable
facts and sound logical reasoning within Biology
at the high school. Question:
BackStory: كانت سارة تراجع درس التكاثر في النباتات وقرأت أن جدار البويضة بعد الإخصاب يتحول إلى غلاف البذرة، وهو ما يحمي الجنين بداخلها.أما صديقتها ليلى، فلم تدرس هذا الجزء وافترضت أن جدار البويضة يصبح ثمرة، لأنها تعتقد أن البذور هي نفس البويضة قبل الإخصاب.

Question: بعد إتمام عملية الاخصاب فى النبات يصبح جدار البويضة ................. .
أ- غالف الثمرة 
ب- ثمرة
ج- غلاف البذرة
د- بذرة
Correct option number is:",2,"['أ- غالف الثمرة ', 'ب- ثمرة', 'ج- غلاف البذرة', 'د- بذرة']",ب,[1.2994796e-04 3.8216293e-01 3.0885354e-01 3.0885354e-01],Biology
"You are an expert in Biology at the high school level.
Analyze the given multiple-choice question and
provide the correct answer using this approach:

Carefully read the question and options
Identify core Biology concepts and required
knowledge
Analyze each option for relevance, accuracy,
and consistency
Consider Biology-specific context and factors
Use elimination and comparative analysis
Select the most accurate answer
Maintain objectivity, consider Biology-specific
sensitivities, and base your decision on verifiable
facts and sound logical reasoning within Biology
at the high school. Question:
BackStory: درس أحمد في مادة الأحياء أن عملية نقل الدم تعتمد على توافق فصائل الدم، حيث يجب أن تتطابق أو تكون الفصيلة المستقبلة قادرة على استلام الفصيلة المعطية دون حدوث إلصاق (تفاعل مناعي).عندما سأل المعلم:""إذا نقلنا الدم من شخص فصيلة دمه (B+) إلى شخص آخر، فأي الفصائل يمكنها استقبال الدم دون حدوث إلصاق؟""أجاب أحمد بشكل صحيح بعد تذكره للقاعدة، بينما أخطأ زميله خالد لأنه لم يفهم كيفية عمل الأجسام المضادة في الدم.

Question: لا يحدث إلصاق عند نقل الدم من شخص فصيلة دمه(+B)  لشخص فصيله دمه
أ- B+
ب- O-
ج- O-
د- A+
Correct option number is:",0,"['أ- B+', 'ب- O-', 'ج- O-', 'د- A+']",ج,[3.5780558e-05 3.1648731e-01 3.4173846e-01 3.4173846e-01],Biology
"You are an expert in Biology at the high school level.
Analyze the given multiple-choice question and
provide the correct answer using this approach:

Carefully read the question and options
Identify core Biology concepts and required
knowledge
Analyze each option for relevance, accuracy,
and consistency
Consider Biology-specific context and factors
Use elimination and comparative analysis
Select the most accurate answer
Maintain objectivity, consider Biology-specific
sensitivities, and base your decision on verifiable
facts and sound logical reasoning within Biology
at the high school. Question:
BackStory: قرأ سامي في كتاب الكيمياء الحيوية أن الأحماض الأمينية تتميز بوجود مجموعة جانبية (R) تختلف من حمض أميني لآخر. لكنه لاحظ أن هناك حمضًا أمينيًا واحدًا فقط لا يحتوي على مجموعة (R) بل يحتوي على ذرة هيدروجين بدلًا منها.عندما سأل المعلم:""أي الأحماض الأمينية التالية يحتوي على ذرة هيدروجين بدلًا من المجموعة (R)؟""أجاب سامي بشكل صحيح بعد أن تذكر القاعدة، لكن زميله أحمد أخطأ لأنه لم يدرس التركيب الجزيئي لكل حمض أميني.

Question: أى الاحماض الامينية التالية يحتوى على ذرة هيدروجين بدال من المجموعة ( R )
أ- فالين
ب- جاليسين
ج- ليسين
د- أرجنين
Correct option number is:",1,"['أ- فالين', 'ب- جاليسين', 'ج- ليسين', 'د- أرجنين']",ج,[9.1431202e-06 3.1877670e-01 3.4060708e-01 3.4060708e-01],Biology
"You are an expert in Biology at the high school level.
Analyze the given multiple-choice question and
provide the correct answer using this approach:

Carefully read the question and options
Identify core Biology concepts and required
knowledge
Analyze each option for relevance, accuracy,
and consistency
Consider Biology-specific context and factors
Use elimination and comparative analysis
Select the most accurate answer
Maintain objectivity, consider Biology-specific
sensitivities, and base your decision on verifiable
facts and sound logical reasoning within Biology
at the high school. Question:
BackStory: درس سامي في كتاب الأحياء أن التجدد هو قدرة الكائن الحي على إعادة بناء الأجزاء المفقودة من جسمه، وقد يكون وسيلة من وسائل التكاثر في بعض الكائنات. أثناء مراجعته، وجد أن بعض الكائنات مثل الإسفنجيات، وبعض الديدان، ونجوم البحر يمكنها التكاثر بالتجدد، لكن هناك مجموعة معينة لا تستخدم هذه الطريقة.عندما سأل المعلم:""أي من الكائنات التالية لا يتم التكاثر فيها بالتجدد؟""تذكر سامي المعلومات الصحيحة وأجاب إجابة صحيحة، بينما أخطأ أحمد لأنه لم يراجع جميع أمثلة الكائنات التي تتكاثر بهذه الطريقة.

Question: يتم التكاثر بالتجدد فى جميع الكائنات التالية ماعدا
أ- القشريات
ب- الاسفنجيات
ج- بعض الديدان
د- نجوم البحر
Correct option number is:",0,"['أ- القشريات', 'ب- الاسفنجيات', 'ج- بعض الديدان', 'د- نجوم البحر']",ج,[7.6372762e-06 2.9922912e-01 3.5038161e-01 3.5038161e-01],Biology
"You are an expert in Biology at the high school level.
Analyze the given multiple-choice question and
provide the correct answer using this approach:

Carefully read the question and options
Identify core Biology concepts and required
knowledge
Analyze each option for relevance, accuracy,
and consistency
Consider Biology-specific context and factors
Use elimination and comparative analysis
Select the most accurate answer
Maintain objectivity, consider Biology-specific
sensitivities, and base your decision on verifiable
facts and sound logical reasoning within Biology
at the high school. Question:
BackStory: أثناء درس في علم النبات، شرح المعلم أن التفاح يحافظ على صلابته وشكله المميز بسبب وجود طبقة الكيوتين التي تحيطه من الخارج واحتوائه على السليلوز في جدران خلاياه.سمع الطالب سعيد هذه المعلومة لكنه لم يخبر زميله سامي، الذي لم يكن حاضرًا في الدرس. سامي يعتقد أن التفاح يحافظ على صلابته فقط بسبب الطبقة الشمعية الخارجية.

Question: التفاح يحافظ علي صلابته وشكله المميز وذلك لانه يحتوي علي
أ- ماده شمعيه تحيطه من الخارج
ب- طبقة كيوتين تحيطه من الخارج
ج- احتوائه على سليلوز
د- طبقة كيوتين تحيطه من الخارج و احتوائه على سليلوز
Correct option number is:",3,"['أ- ماده شمعيه تحيطه من الخارج', 'ب- طبقة كيوتين تحيطه من الخارج', 'ج- احتوائه على سليلوز', 'د- طبقة كيوتين تحيطه من الخارج و احتوائه على سليلوز']",ب,[6.7956804e-05 3.8049749e-01 3.0971730e-01 3.0971730e-01],Biology
"You are an expert in Biology at the high school level.
Analyze the given multiple-choice question and
provide the correct answer using this approach:

Carefully read the question and options
Identify core Biology concepts and required
knowledge
Analyze each option for relevance, accuracy,
and consistency
Consider Biology-specific context and factors
Use elimination and comparative analysis
Select the most accurate answer
Maintain objectivity, consider Biology-specific
sensitivities, and base your decision on verifiable
facts and sound logical reasoning within Biology
at the high school. Question:
BackStory: في درس عن امتصاص الماء في النباتات، أوضح المعلم أن حجم الفجوة العصارية في الخلايا النباتية له تأثير مباشر على قدرة النبات على اكتساب الماء. كلما زاد حجم الفجوة، زادت قدرة الخلية على امتصاص الماء حتى تصل إلى حد معين ثم تستقر.لم يحضر الطالب علي هذا الدرس، لكنه سمع من صديقه حسن أن حجم الفجوة مرتبط باكتساب الماء، لكنه لم يوضح له كيف تتغير العلاقة. علي يعتقد أن العلاقة طردية دائمًا بدون استقرار عند حد معين.

Question: علاقة حجم الفجوه واكتساب النبات الماء علاقه
أ- طرديه
ب- عكسيه
ج- طرديه ثم تثبت
د- لا شئ من ذلك
Correct option number is:",2,"['أ- طرديه', 'ب- عكسيه', 'ج- طرديه ثم تثبت', 'د- لا شئ من ذلك']",ب,[3.6094363e-05 3.3430257e-01 3.3283067e-01 3.3283067e-01],Biology
"You are an expert in Geography at the high school level.
Analyze the given multiple-choice question and
provide the correct answer using this approach:

Carefully read the question and options
Identify core Geography concepts and required
knowledge
Analyze each option for relevance, accuracy,
and consistency
Consider Geography-specific context and factors
Use elimination and comparative analysis
Select the most accurate answer
Maintain objectivity, consider Geography-specific
sensitivities, and base your decision on verifiable
facts and sound logical reasoning within Geography
at the high school. Question:
BackStory: أثناء مناقشة الحدود السياسية في الجغرافيا، قال المعلم:""إذا أصبح الحد السياسي بين فرنسا وإسبانيا يسري عند أقدام جبال البرانس لصالح فرنسا، فإن إمارة أندورا ستصبح محاطة بالكامل بفرنسا.""الطالب سامي كان غائبًا عن هذا الدرس، لكنه قرأ في كتاب الجغرافيا أن أندورا تقع بين فرنسا وإسبانيا، لكنه لم يفهم ماذا سيحدث إذا أصبحت محاطة بالكامل بفرنسا. سامي يعتقد أن أندورا ستبقى كما هي ولن تتغير علاقتها مع الدول المجاورة.

Question: اذا اصبح الحد السياسي بني فرنسا و اسبانيا يسري عند اقدامجبال البرانس لصالح فرنسا فإن العلاقه بين فرنسا و اندورا سوفتشبه العالقه بين......
أ- الهند و كشمير
ب- كشمير و باكستان
ج- سوازيلاند و جنوب افريقيا
د- جنوب افريقيا و ليسوتو
Correct option number is:",3,"['أ- الهند و كشمير', 'ب- كشمير و باكستان', 'ج- سوازيلاند و جنوب افريقيا', 'د- جنوب افريقيا و ليسوتو']",ج,[5.6411900e-05 3.3023074e-01 3.3485642e-01 3.3485642e-01],Geography
"You are an expert in Geography at the high school level.
Analyze the given multiple-choice question and
provide the correct answer using this approach:

Carefully read the question and options
Identify core Geography concepts and required
knowledge
Analyze each option for relevance, accuracy,
and consistency
Consider Geography-specific context and factors
Use elimination and comparative analysis
Select the most accurate answer
Maintain objectivity, consider Geography-specific
sensitivities, and base your decision on verifiable
facts and sound logical reasoning within Geography
at the high school. Question:
BackStory: أثناء درس القانون الدولي، أوضح المعلم أن السفن الأجنبية يمكنها المرور البريء عبر المياه الإقليمية للدولة الساحلية، بشرط ألا تشكل تهديدًا لأمنها. لكنه أكد أيضًا أن بعض الأنشطة تجعل المرور غير بريء، مثل المناورات العسكرية أو التجسس أو إنزال أشخاص بطرق غير قانونية.الطالب خالد استمع إلى الدرس لكنه لم يخبر صديقه أحمد، الذي يعتقد أن جميع السفن يمكنها القيام بأي نشاط أثناء مرورها في المياه الإقليمية دون أي قيود.

Question: يعد مرور سفينة أجنبية غير ضارًا بسلامة وأمن الدولة الساحلية إذا قامت السفينة أثناء وجودها في  المياه الاقليمية بأيمن الانشطة التالية
أ- مناورة أو تدريب بأسلحة من أي نوع
ب- جمع معلومات عن الدولة الساحلية
ج- إنزال شخص مخالف لقوانين الدولة الساحلية
د- حرية النقل والتجارة مع الدولة الساحلية
Correct option number is:",3,"['أ- مناورة أو تدريب بأسلحة من أي نوع', 'ب- جمع معلومات عن الدولة الساحلية', 'ج- إنزال شخص مخالف لقوانين الدولة الساحلية', 'د- حرية النقل والتجارة مع الدولة الساحلية']",ب,[4.7235299e-05 3.4229499e-01 3.2882887e-01 3.2882887e-01],Geography
"You are an expert in Geography at the high school level.
Analyze the given multiple-choice question and
provide the correct answer using this approach:

Carefully read the question and options
Identify core Geography concepts and required
knowledge
Analyze each option for relevance, accuracy,
and consistency
Consider Geography-specific context and factors
Use elimination and comparative analysis
Select the most accurate answer
Maintain objectivity, consider Geography-specific
sensitivities, and base your decision on verifiable
facts and sound logical reasoning within Geography
at the high school. Question:
BackStory: أثناء درس الجغرافيا السياسية، عرض المعلم خريطة البحيرات العظمى الواقعة بين الولايات المتحدة وكندا، وناقش تأثير تحول هذه البحيرات إلى دول مستقلة. وأوضح أن هذا التغيير سيؤثر على الحدود السياسية للدول المجاورة.كان الطالب أحمد حاضرًا في الدرس وفهم أن بحيرة ميشيغن ستصبح دولة داخلية محاطة بالكامل بالولايات المتحدة، مما يجعلها دولة جيبية محتواة. بينما لم يحضر زميله خالد الدرس، ويعتقد أن تأثير هذا التغيير سيؤدي إلى زيادة عدد الدول المجاورة لكندا.

Question: بالنظر لخريطة البحيرات العظمي الامريكية الكندية ، إذاتحولت هذه البحيرات جميعها إلي دول فسوف نستنتج
أ-  تشابه عدد الدول المجاورة البحرية متشجن مع عددالدول المجاورة لتونس
ب- زيادة الجبهات الساحلية لدولة الولايات المتحدة
ج- تحول بحيرة متشجن إلي دولة جيبية محتواة
د-  قلة عدد الدول المجاورة لدولة كندا
Correct option number is:",0,"['أ-  تشابه عدد الدول المجاورة البحرية متشجن مع عددالدول المجاورة لتونس', 'ب- زيادة الجبهات الساحلية لدولة الولايات المتحدة', 'ج- تحول بحيرة متشجن إلي دولة جيبية محتواة', 'د-  قلة عدد الدول المجاورة لدولة كندا']",ج,[3.3711716e-05 3.1607163e-01 3.4194732e-01 3.4194732e-01],Geography
"You are an expert in Geography at the high school level.
Analyze the given multiple-choice question and
provide the correct answer using this approach:

Carefully read the question and options
Identify core Geography concepts and required
knowledge
Analyze each option for relevance, accuracy,
and consistency
Consider Geography-specific context and factors
Use elimination and comparative analysis
Select the most accurate answer
Maintain objectivity, consider Geography-specific
sensitivities, and base your decision on verifiable
facts and sound logical reasoning within Geography
at the high school. Question:
BackStory: في درس الجغرافيا، عرض المعلم خريطة أوغندا ووضح أن بعض حدودها تتشكل عبر البحيرات العظمى. أشار إلى أن شكل الحدود السياسية في بعض هذه البحيرات يشبه الحدود في البحيرات العظمى الأمريكية الكندية.كان الطالب أحمد يركز جيدًا في الدرس وفهم التشابه بين البحيرات الأوغندية والحدود السياسية في أمريكا الشمالية. بينما زميله خالد لم يكن حاضرًا، ويفترض أن جميع البحيرات تتشابه في شكل الحدود السياسية.

Question: خريطة لدولة اوغندا ادرسها جيداً ثم اجب عليالسؤال التالي:اي من البحريات التاليه تتشابه مع شكل الحدالسياسي في البحيرات العظمي........
أ- ادوارد و فيكتوريا
ب- فيكتوريا و كيوجا
ج- كيوجا و البرت
د- البرت و ادوارد
Correct option number is:",3,"['أ- ادوارد و فيكتوريا', 'ب- فيكتوريا و كيوجا', 'ج- كيوجا و البرت', 'د- البرت و ادوارد']",ب,[9.756116e-05 3.406436e-01 3.296294e-01 3.296294e-01],Geography
"You are an expert in Geography at the high school level.
Analyze the given multiple-choice question and
provide the correct answer using this approach:

Carefully read the question and options
Identify core Geography concepts and required
knowledge
Analyze each option for relevance, accuracy,
and consistency
Consider Geography-specific context and factors
Use elimination and comparative analysis
Select the most accurate answer
Maintain objectivity, consider Geography-specific
sensitivities, and base your decision on verifiable
facts and sound logical reasoning within Geography
at the high school. Question:
BackStory: في حصة الجغرافيا، كان المعلم يشرح الفروقات بين أنواع الحدود الدولية، وأشار إلى أن الحدود بين فرنسا وإسبانيا تسير بمحاذاة جبال البرانس، ما يجعلها أكثر ثباتًا واستاتيكية (غير متغيرة)، مقارنة بالحدود بين فرنسا وألمانيا التي شهدت تغييرات تاريخية متكررة.الطالبة ريم استوعبت هذا جيدًا، وفهمت أن التضاريس الجبلية تساهم في استقرار الحدود. بينما زميلها سامي اعتقد أن الكثافة السكانية هي العامل الأساسي الذي يميز حدود فرنسا مع إسبانيا.

Question: تتميزالحدود الفرنسية مع دولة أسبانيا عن حدودها معألمانيا بـ
أ- ارتفاع الكثافة السكانية
ب- تأثير عوامل التعرية عليها
ج- تعزيز التواصل الحضاري بين البلدين
د- الثبات والاستاتيكية
Correct option number is:",3,"['أ- ارتفاع الكثافة السكانية', 'ب- تأثير عوامل التعرية عليها', 'ج- تعزيز التواصل الحضاري بين البلدين', 'د- الثبات والاستاتيكية']",ج,[2.6326610e-05 3.3211350e-01 3.3393008e-01 3.3393008e-01],Geography
"You are an expert in Geography at the high school level.
Analyze the given multiple-choice question and
provide the correct answer using this approach:

Carefully read the question and options
Identify core Geography concepts and required
knowledge
Analyze each option for relevance, accuracy,
and consistency
Consider Geography-specific context and factors
Use elimination and comparative analysis
Select the most accurate answer
Maintain objectivity, consider Geography-specific
sensitivities, and base your decision on verifiable
facts and sound logical reasoning within Geography
at the high school. Question:
BackStory: في حصة الجغرافيا، كان المعلم يشرح الفروقات بين أنواع الحدود الدولية، وأشار إلى أن الحدود بين فرنسا وإسبانيا تسير بمحاذاة جبال البرانس، ما يجعلها أكثر ثباتًا واستاتيكية (غير متغيرة)، مقارنة بالحدود بين فرنسا وألمانيا التي شهدت تغييرات تاريخية متكررة.الطالبة ريم استوعبت هذا جيدًا، وفهمت أن التضاريس الجبلية تساهم في استقرار الحدود. بينما زميلها سامي اعتقد أن الكثافة السكانية هي العامل الأساسي الذي يميز حدود فرنسا مع إسبانيا.

Question: الدول كثيرة الاستخدام للانهار كحدود سياسيههي الاكثر تضرراً من ناحية؟ .....
أ- الاحتكاك الحضاري و الامن المائي و الغذائي
ب- الامن المائي و الغذائي و التكوين المورفولوجي
ج- التكوين المورفولوجي و الغزو الثقافي
د- الغزو الثقافي و الاحتكاك الحضاري
Correct option number is:",2,"['أ- الاحتكاك الحضاري و الامن المائي و الغذائي', 'ب- الامن المائي و الغذائي و التكوين المورفولوجي', 'ج- التكوين المورفولوجي و الغزو الثقافي', 'د- الغزو الثقافي و الاحتكاك الحضاري']",ب,[1.0685528e-04 3.6030814e-01 3.1979248e-01 3.1979248e-01],Geography
"You are an expert in Geography at the high school level.
Analyze the given multiple-choice question and
provide the correct answer using this approach:

Carefully read the question and options
Identify core Geography concepts and required
knowledge
Analyze each option for relevance, accuracy,
and consistency
Consider Geography-specific context and factors
Use elimination and comparative analysis
Select the most accurate answer
Maintain objectivity, consider Geography-specific
sensitivities, and base your decision on verifiable
facts and sound logical reasoning within Geography
at the high school. Question:
BackStory: في درس الجغرافيا البحرية، شرح المعلم أن منطقة الرصيف القاري تُعد امتدادًا طبيعياً لليابسة تحت سطح البحر، وهي غنية بالموارد كالبترول والغاز والأسماك، مما يجعلها ذات أهمية اقتصادية كبيرة للدول الساحلية.أحمد فهم أن الأهمية الأساسية لهذه المنطقة تعود إلى مواردها الاقتصادية، بينما زميله يوسف ظن أن ما يميز الرصيف القاري هو مستوى السيادة فقط، دون إدراك الجانب الاقتصادي.

Question: تختلف منطقة الرصيف القاري عن باقي المناطقالمائية من حيث.....
أ- مستوي السياده
ب- الاهميه الاقتصادية
ج- اسلوب التحديد
د- الاهميه للعسكيرين
Correct option number is:",2,"['أ- مستوي السياده', 'ب- الاهميه الاقتصادية', 'ج- اسلوب التحديد', 'د- الاهميه للعسكيرين']",ب,[0.00063762 0.41083592 0.29426324 0.29426324],Geography
"You are an expert in Geography at the high school level.
Analyze the given multiple-choice question and
provide the correct answer using this approach:

Carefully read the question and options
Identify core Geography concepts and required
knowledge
Analyze each option for relevance, accuracy,
and consistency
Consider Geography-specific context and factors
Use elimination and comparative analysis
Select the most accurate answer
Maintain objectivity, consider Geography-specific
sensitivities, and base your decision on verifiable
facts and sound logical reasoning within Geography
at the high school. Question:
BackStory: أثناء درس عن الموارد المائية في إفريقيا، أوضح المعلم أن بحيرة فيكتوريا تشترك فيها ثلاث دول: أوغندا، كينيا، وتنزانيا، وتُعد تنزانيا أكثر الدول استفادة منها، تليها أوغندا كثاني أكثر دولة استفادة.في أحد الأسئلة، طُلب من الطلاب تحديد دولة تقع بأكملها في نفس نصف الكرة التي تقع فيه أوغندا (أي نصف الكرة الجنوبي الشرقي)، فاختار الطالب سامي المغرب لاعتقاده أن أوغندا تقع في شمال إفريقيا، بينما الطالب سارة تذكرت أن أوغندا تقع في شرق إفريقيا جنوب خط الاستواء.

Question: ثاني اكثرالدول استفادة من بحيرة فيكتوريا  تقعبأكملها في نفس نصف الكره التي تقع فيها دولة
أ- المغرب
ب- الجزائر
ج- البرازيل
د- باكستان
Correct option number is:",3,"['أ- المغرب', 'ب- الجزائر', 'ج- البرازيل', 'د- باكستان']",ج,[2.5791713e-05 3.3223641e-01 3.3386892e-01 3.3386892e-01],Geography
"You are an expert in Geography at the high school level.
Analyze the given multiple-choice question and
provide the correct answer using this approach:

Carefully read the question and options
Identify core Geography concepts and required
knowledge
Analyze each option for relevance, accuracy,
and consistency
Consider Geography-specific context and factors
Use elimination and comparative analysis
Select the most accurate answer
Maintain objectivity, consider Geography-specific
sensitivities, and base your decision on verifiable
facts and sound logical reasoning within Geography
at the high school. Question:
BackStory: أثناء حصة في الجغرافيا السياسية، عرض المعلم صورة أرشيفية لتجربة نووية تم إجراؤها في وسط المحيط الهادئ.سأل المعلم: ""بناءً على موقع التجربة، ما الدول المرجّح أنها قامت بها؟""أجاب الطالب عمر: ""الصين والهند وأفغانستان""، معتقدًا أن أي دولة نووية يمكن أن تجرب في أي مكان.لكن الطالبة سلمى تذكّرت أن هناك دولاً استعمارية قديمة أجرت تجاربها النووية في مستعمرات بعيدة ومعزولة مثل بولينيزيا الفرنسية أو جزر المحيط الهادئ.

Question: تشير الصورة التي امامك الي احدي التجارب النوويه وسطالمحيط الهادئ حدد الدول التي من المتوقع ان تقوم بهذه التجربه
أ- الصين و الهند و افغانستان
ب- روسيا و السنغال و بريطانيا
ج- فرنسا و الهند و تشاد
د- بريطانيا و فرنسا و الصين
Correct option number is:",3,"['أ- الصين و الهند و افغانستان', 'ب- روسيا و السنغال و بريطانيا', 'ج- فرنسا و الهند و تشاد', 'د- بريطانيا و فرنسا و الصين']",ج,[1.8444436e-05 3.0279395e-01 3.4859380e-01 3.4859380e-01],Geography
"You are an expert in Geography at the high school level.
Analyze the given multiple-choice question and
provide the correct answer using this approach:

Carefully read the question and options
Identify core Geography concepts and required
knowledge
Analyze each option for relevance, accuracy,
and consistency
Consider Geography-specific context and factors
Use elimination and comparative analysis
Select the most accurate answer
Maintain objectivity, consider Geography-specific
sensitivities, and base your decision on verifiable
facts and sound logical reasoning within Geography
at the high school. Question:
BackStory: السيناريو:أثناء مناقشة في الصف حول أثر العوامل الطبيعية على رسم الحدود، أوضح المعلم أن تغيرات شكل الأرض (الجيمورفولوجيا) تؤثر بشكل مباشر على استقرار بعض أنواع الحدود.أشار تحديدًا إلى أن الحدود النهرية قد تتغير إذا غيّر النهر مجراه، مما قد يسبب نزاعات أو إعادة ترسيم للحدود بين الدول.الطالبة ليلى كانت تظن أن الجبال أكثر عرضة للتغير، لذا افترضت أن الحدود الجبلية هي الأكثر تأثرًا، لكنها لم تنتبه لأن الجبال أقل تغيرًا مقارنة بالأنهار.

Question: تظهرالعلاقة الوثيقة بين الجغرافيا و التغيرات الجيمورفلوجيه فيما يتعلق بالحدود
أ- الجبليه
ب- النهريه
ج- البحريه
د- البحيريه
Correct option number is:",1,"['أ- الجبليه', 'ب- النهريه', 'ج- البحريه', 'د- البحيريه']",ب,[8.0509257e-05 3.5172266e-01 3.2409841e-01 3.2409841e-01],Geography
"You are an expert in Geography at the high school level.
Analyze the given multiple-choice question and
provide the correct answer using this approach:

Carefully read the question and options
Identify core Geography concepts and required
knowledge
Analyze each option for relevance, accuracy,
and consistency
Consider Geography-specific context and factors
Use elimination and comparative analysis
Select the most accurate answer
Maintain objectivity, consider Geography-specific
sensitivities, and base your decision on verifiable
facts and sound logical reasoning within Geography
at the high school. Question:
BackStory: أثناء عرض المعلم لخريطة توضح الحدود الدولية التي تمر عبر بحيرة تشاد، أشار إلى أن البحيرة تقسم بين أكثر من دولة، مثل تشاد ونيجيريا والنيجر والكاميرون.خالد لاحظ هذا النمط وتساءل إن كان هناك بحيرات أخرى في العالم تتشابه في نمط التقسيم الحدودي.زميله مازن قال إن بحيرة المنزلة في مصر قد تكون شبيهة، لكنه لم يلاحظ أن المنزلة تقع بالكامل داخل دولة واحدة، بينما التشابه المقصود هو في وجود حدود سياسية دولية تمر عبر البحيرة.

Question: من خلال الخريطة التي أمامك اسنتنتج : بحرية تشادتتشابه في تقسيمها الحدودي مع بحيرة
أ- سوبرييور
ب- متشجن
ج- فيكتوريا
د-  المنزلة
Correct option number is:",2,"['أ- سوبرييور', 'ب- متشجن', 'ج- فيكتوريا', 'د-  المنزلة']",ب,[1.9936824e-04 3.5875991e-01 3.2052037e-01 3.2052037e-01],Geography
"You are an expert in Geography at the high school level.
Analyze the given multiple-choice question and
provide the correct answer using this approach:

Carefully read the question and options
Identify core Geography concepts and required
knowledge
Analyze each option for relevance, accuracy,
and consistency
Consider Geography-specific context and factors
Use elimination and comparative analysis
Select the most accurate answer
Maintain objectivity, consider Geography-specific
sensitivities, and base your decision on verifiable
facts and sound logical reasoning within Geography
at the high school. Question:
BackStory: في درس الجغرافيا السياسية، شرح المعلم كيف أن الدول الحبيسة تسعى دائمًا للوصول إلى المنافذ البحرية، وتُفضل أن تكون لها حدود واضحة ومستقرة مع الدول الساحلية.أوضح أن أحد أفضل أشكال الحدود في هذه الحالة هو الذي يسمح للدولة الحبيسة بالوصول إلى البحر دون تعقيدات أو نزاعات.أثناء المناقشة، اقترح أحد الطلاب أن يكون ""خط تقسيم المياه"" هو الأفضل، لكن زميله نبّهه أن هذا النوع من الحدود قد يثير مشكلات مائية بين الدول.

Question: اي مما يلي يعد افضل اشكال الحدود السياسيه بين دولهحبيسه و اخري بحرية؟ ....
أ- خط العمق الملاحي
ب- خط تقسيم المياه
ج- الخط الاوسط في البحيرات
د- خط إحدي ضفتي النهر
Correct option number is:",0,"['أ- خط العمق الملاحي', 'ب- خط تقسيم المياه', 'ج- الخط الاوسط في البحيرات', 'د- خط إحدي ضفتي النهر']",ب,[1.3211659e-04 3.7707296e-01 3.1139746e-01 3.1139746e-01],Geography
"You are an expert in Geography at the high school level.
Analyze the given multiple-choice question and
provide the correct answer using this approach:

Carefully read the question and options
Identify core Geography concepts and required
knowledge
Analyze each option for relevance, accuracy,
and consistency
Consider Geography-specific context and factors
Use elimination and comparative analysis
Select the most accurate answer
Maintain objectivity, consider Geography-specific
sensitivities, and base your decision on verifiable
facts and sound logical reasoning within Geography
at the high school. Question:
BackStory: أثناء مناقشة الأنشطة الاقتصادية في الجغرافيا الاقتصادية، أوضح المعلم أن بعض الأنشطة تعتمد بشكل مباشر على الاتصال بالبحار والمحيطات.طرح سؤالًا: ما النشاط الذي يستحيل على دولة حبيسة -أي لا تطل على أي بحر أو محيط- أن تمارسه بشكل مباشر؟أحد الطلاب قال إن الدولة الحبيسة لا يمكنها استغلال الطاقة من المياه الداخلية، لكن زميله أوضح أن هذا غير صحيح، لأن النهر أو البحيرات الداخلية يمكن استخدامها لتوليد الطاقة الكهرومائية.

Question: اي من الانشطه الاقتصادية التاليه التي يستحيل انتمارسها اي دولة حبيسة؟ ....
أ- تسيير سفن تجارية في منطقة اعالي البحار
ب- استغلال مصادر الطاقه من المياه الداخليه
ج- تأجير موانئ في منطقة الرصيف القاري
د- الملاحه النهريه في بعض الانهار الدوليه
Correct option number is:",1,"['أ- تسيير سفن تجارية في منطقة اعالي البحار', 'ب- استغلال مصادر الطاقه من المياه الداخليه', 'ج- تأجير موانئ في منطقة الرصيف القاري', 'د- الملاحه النهريه في بعض الانهار الدوليه']",ب,[3.3735152e-05 3.4123769e-01 3.2936427e-01 3.2936427e-01],Geography
